chave;ano;tipo_periodo;justica;sigla;dsc_tribunal;eff;target.tbaix;seq_orgao;gt;pib;h1;ag2;ai2;ap1;apublic2;cn2;cnc1;cnce1;cnce2;cncf1;cncf2;cncm1;cncm2;cnelet1;cnelet2;cnextfisc1;cnextnfisc1;cnpe1;cnpe2;cnpf1;cnpf2;cnpm1;cnpm2;comp;cp2;cpc1;cpce1;cpce2;cpcf1;cpcf2;cpcm1;cpcm2;cpextfisc1;cpextnfisc1;cppe1;cppe2;cppf1;cppf2;cppm1;cppm2;da2;dben;dbs;dct;dec2;dem;demono2;denc;depjud;deprecp;depub2;derint2;dest;dinf1;dinf2;dinf3;dip;dk;dpe;dpea;dpei;dpj;drem;dter;ed2;exejud1;exejudp1;exesusfisc1;exesusnfisc1;incex1;incexfisc1;incexnfisc1;incexp1;incexpfisc1;incexpnfisc1;jg;m2total;m2util;m2util1;m2util2;magaj1;mage1;mage2;magp1;magp2;mldisparq;mlutilarq;r;rert;rint2;rintc1;rintcp1;rintp2;rir;rjai1;rjai2;rjap1;rjro1;rjro2;rjrops1;rjrr2;rorops1;rpai1;rpai2;rpap1;rprev;rpro1;rpro2;rprops1;rprr2;rsup2;sajud1;sajud2;sentc1;sentex1;sentextfisc1;sentextnfisc1;sentjud1;serec1;sereex1;serinc1;serint1;tbaix2;tbaixc1;tbaixex1;tbaixextfisc1;tbaixextnfisc1;tbaixjud1;tcc;tcefet;tfauxe;tfauxe1;tfauxe2;tfauxt;tfauxt1;tfauxt2;tfc;tpced;tpefet;tpefet1;tpefet2;tpreqfpj;tpreqfpj1;tpreqfpj2;tpreqpj;tpreqpj1;tpreqpj2;tpsv;tpsv1;tpsv2;ui;vpag;cc;mag2;cnext1;cnex1;cpext1;cpex1;tbaixext1;sentext1;exesus1;rp2;rj2;rp1;rj1;mag1;cn1;cp1;tbaix1;sent1;magaj;cnnjud1je;cpnjud1je;tbaixnjud1je;sentnjud1je;mag;sajud;cn;cnc;cnex;cnext;exejud;cp;cpc;cpex;cpext;exejudp;tbaix;tbaixc;tbaixex;tbaixext;tbaixjud;sent;sentc;sentex;sentext;sentjud;incex;incexp;exesus;rint;rintp;cnelet;rintinc;rintincp;cnelet1je;cnc1je;cpc1je;tbaixc1je;sentc1je;cnex1je;cpex1je;tbaixex1je;sentex1je;mage;tpreq;tfaux;ts;tpreq1;tfaux1;ts1;tpreq2;tfaux2;ts2;serv;serv2;serv1jetr;servc;drh;dcca;ftt;dinf;dpji;dgovp2;dgovp1;dgovc2;dgovc1;cpfimtru;h2;g1;g2;g3;g4;g5;g5a;g5b;g6;g7;inf1;dpjitb;i;i1;i2b;i3;i4;i5;i6;i7;f1;f2;f3;f4a;f4b;f4c;f4d;inf2;dm2;pm2;procml;eh1;ch;ch2;ch1;tbaixh;tramh;cm;cm2;cm1;cs;cs2;cs1;cserv;cnmag;cnmag3;cnmag2;cnmag1;cnmagtr;cnmagje;cnmagtru;cnmag1je;cnserv;cnsajud;cnsajud3;cnsajud2;cnsajud1;cnsajudtr;cnsajudje;cnsajudtru;cnsajud1je;pextfisc1;pexsfisc1;pexs1;k;k3;k2;kc1;kex1;k1;kc1je;kex1je;ks;ks2;ksc1;ksex1;ks1;kstr;kscje;ksexje;ksje;kstru;ks1je;ksc1je;ksex1je;kserv;tc;tcex;tc2;tcc1;tcex1;tc1;tcjudcrim1;tcjudcrim;sm;sm2;smc1;smex1;sm1;smc1je;smex1je;ipmtru;ipmc1je;ipmex1je;ips;ipsjud;ipsjud3;ipsjud2;ipsjud1;ipsjudc1;ipsjudex1;ipsjudtr;ipsjudtru;ipsjudcje;ipsjudexje;ipsjudje;ipsjud1je;ipsjudc1je;ipsjudex1je;procel;procel2;procel1;procel1je;iad;iad2;iadc1;iadex1;iad1;iadjudcrim1;iadjudcrim;percp;percp3;percp2;percp1;percpc1;percpex1;percptr;percptru;percpcje;percpexje;percpje;percp1je;percpc1je;percpex1je;rx2;rxai2;rxro1;rxap1;rin2;rin2a;rin2b;rin1;rd2;rd1;rd1ap;a1;a2;scoreacp;ranking;idporte;porte
TRT1_Ano2009;2009;Ano;Trabalho;TRT1;TRT 01ª Região;1;412411;13197;1402517194252,1;353878135759;16010429;339;10982;6839;42561;36670;213521;237;nd;163;nd;2644;nd;0;0;1566;397;nd;nd;nd;nd;nd;nd;5451;10039;227883;nd;nd;nd;nd;nd;nd;9877;4463;nd;nd;nd;nd;nd;nd;13837;36474150;16038574;20169354;44195;226915;968;112074835;3360998491;1302130227;37344;56756;455472;5076515;14429165;2383022;4568339;3430719;1091685778;751407964;340277814;1139906890;943136793;19310425;11440;66698;259547;nd;25828;12502;294;12208;5741;503;5238;0;108071;93597;72103;21494;6;275;54;238;nd;15500;15226;13406654;165562;11779;29375;5578;632;133233113;2302;10258;4765;27667;252;2641;4323;44739;603;806;1503;353225764;11178;33;677;2232;13722;1817;1064;204696;43490;443;198;42849;93266;42960;202922;nd;31747;229743;150921;5104;2120;143697;0,464283885083987;3802;126;126;0;824;649;175;2692;133;3644;1961;792;44;4;21;146;63;41;26;0;26;4502;662979439;498;54;1963;68661;14340;273887;7224;641;25828;3071;14833;13961;37375;232;282182;501770;380664;248186;6;215484;242223;236967;205337;286;2881;318852;250191;68661;1963;66698;511809;237922;273887;14340;259547;412411;261490;150921;7224;143697;292381;248891;43490;641;42849;12502;5741;25828;41154;6210;0;53656;11951;0;213521;227883;229743;204696;68661;273887;150921;43490;329;190;950;4677;67;775;2803;62;175;1055;3727;880;2028;3885;1116020014;23600073;4963;21888702;799629076;nd;nd;nd;3044;nd;160,10429;0,00322118485098018;0,000812757871826207;0,979044888482076;0,0140700737408474;0,957697323857741;0,659183632094723;0,298513691763018;0,0207035093892625;71,1977730265691;0,019202184136285;1938,91306487945;0,438659593504168;0,0117611834068307;0,000145241687239911;0,309872470373436;0,116880698036662;0,581608414525857;2,94848510916536;1,14231279626707;2,05491058359523;1,78633564409798;29,212209116945;21,9294561063917;7,28275301055331;23,7470213946172;0,83903208837454;1,21079520213239;0,866069528365611;0,0530252037992671;0,982322580645161;nd;1574,93593706952;229,038210031724;1345,8977270378;2575,88975286046;5188,24948413312;881,657342657343;679,074074074074;928,810344827586;87,5230822631031;34,4642857142857;118,593285635663;67,6560236114838;1114,86713286713;nd;679,074074074074;1216,30172413793;nd;nd;nd;1216,30172413793;85,5519184330561;110,67407150295;nd;34,4642857142857;155,301045679692;nd;nd;nd;155,301045679692;0,0334055373261557;nd;0,139393808557489;3133,8041958042;nd;1094,81481481481;2053,26293103448;1555,13362068966;3608,39655172414;2053,26293103448;1555,13362068966;311,096147171121;55,5639097744361;262,166758392955;198,564116675839;460,730875068795;nd;nd;nd;nd;nd;460,730875068795;262,166758392955;198,564116675839;240,479742420177;0,50351467084647;0,559416490535633;0,320323706352095;0,479517630107566;0,559416490535633;0,514429454864584;nd;nd;1022,31118881119;818,425925925926;882,310344827586;187,456896551724;1069,76724137931;882,310344827586;187,456896551724;nd;990,271551724138;650,521551724138;110,654950362222;143,148559527942;nd;29,8374060150376;209,501375894331;126,440836543753;83,0605393505779;nd;nd;nd;nd;nd;209,501375894331;126,440836543753;83,0605393505779;0;0;0;0;1,29342453552118;0,865748568311972;1,07597379180502;2,19806003408048;1,34900170811746;nd;nd;0,616146659106423;nd;0,21492645956882;0,64005194195563;0,51626854310337;0,799558018146362;nd;nd;nd;nd;nd;0,64005194195563;0,51626854310337;0,799558018146362;0,322407838161697;0,793669147936692;0,479692492440975;0,159194599627561;0,207537529071816;0,350206611570248;0,306341045415596;0,144760055587861;0,207038360412594;0,373538461538462;0,315424973767051;0;0;1,83248788598901;2;1;Grande
TRT2_Ano2009;2009;Ano;Trabalho;TRT2;TRT 02ª Região;1;579348;13198;1402517194252,1;649782227589;21149140;251;20574;20500;92348;103628;342771;nd;nd;nd;nd;nd;nd;0;0;nd;nd;nd;nd;nd;nd;nd;nd;4663;96090;168873;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;25309;47802573;58902361;57814978;96465;381033;5216;121076961;4727078458;2147483647;96771;117274;1274756;7107362;899681;9908691;8075025;26027844;1160574121;811797866;348776255;1246930370;991694586;15590679;22715;172465;290300;nd;198261;19115;nd;19115;3216;nd;3216;2518466;230635;120346;94580;25766;4;467;94;317;94;35100;60551;45367388;386891;22976;54783;4791;3251;195007113;3720;15876;17927;60175;637;9343;10065;96002;426;1045;4961;201290763;21626;94;3300;6786;31473;2340;1058;311573;171310;nd;nd;171310;160130;26239;311554;nd;96465;311573;171310;nd;nd;171310;0,426398936125348;4803;81;81;0;739;493;246;2429;256;4034;2182;981;86;81;5;133;77;56;16;0;16;4761;1902588356,36;625;94;nd;172465;nd;290300;nd;nd;198261;7925;26578;30313;91165;313;515236;459173;482883;482883;4;342771;168873;311573;311573;407;3398;618864;446399;172465;nd;172465;555263;264963;290300;nd;290300;579348;408038;171310;nd;171310;579348;408038;171310;nd;171310;19115;3216;198261;77759;8042;0;96874;11258;0;342771;168873;311573;311573;172465;290300;171310;171310;561;219;820;4833;158;574;2914;61;246;1304;4013;1058;2340;4782;1185514580;83842822;5240;17915734;898154115;nd;nd;nd;nd;nd;211,4914;0,00191899734565949;0,000889066012958887;0,950746415776207;0,047237891078072;0,930744930849667;0,651037047080664;0,279707883769003;0,0672393776085508;58,9589160599438;0,0143678704369034;1550,28431098407;0,354512301276293;0,0363832569095257;0,000310274742927306;0,161429032320385;0,156389737303455;1,52581764157368;3,79097227217266;1,72221617073935;2,65259012896033;1,92442813277514;22,8519930361235;17,8636105297899;4,98838250633359;22,7101432966069;0,635852592129919;0,979416089056921;0,521802848656969;0,0435411230950759;1,72509971509972;nd;2110,71939568228;489,986826887524;1620,73256879476;2739,34542964868;5551,65363698004;1096,80343980344;1102,42553191489;1095,11501597444;131,37110064744;97,9470699432892;146,483333333333;111,23822576626;1520,55036855037;nd;1102,42553191489;1646,1214057508;nd;nd;nd;1646,1214057508;154,214801893845;182,125956444968;nd;97,9470699432892;220,186324786325;nd;nd;nd;220,186324786325;nd;nd;nd;3150,51351351351;nd;2403,67021276596;1824,97763578275;1549,82747603834;3374,80511182109;1824,97763578275;1549,82747603834;377,356974690995;213,558601134216;244,110256410256;207,305982905983;451,416239316239;nd;nd;nd;nd;nd;451,416239316239;244,110256410256;207,305982905983;319,526289558933;0,506571265289019;0,629812107657234;0,516993961485695;0,391035563790448;0,629812107657234;0,50443499598218;nd;nd;1423,45945945946;1026,22340425532;995,44089456869;547,316293929713;1542,7571884984;995,44089456869;547,316293929713;nd;995,44089456869;547,316293929713;144,367804634936;170,496762801648;nd;91,1767485822306;206,360256410256;133,150854700855;73,2094017094017;nd;nd;nd;nd;nd;206,360256410256;133,150854700855;73,2094017094017;0;0;nd;0;0,936147521911115;0,930877755046899;0,908982965303366;0,993302989012263;0,937207415630895;nd;nd;0,472915621563936;nd;0,481128391031354;0,471232305941345;0,330059572671623;0,627316240424405;nd;nd;nd;nd;nd;0,471232305941345;0,330059572671623;0,627316240424405;0,340808680209642;0,812912402702596;0,59952538562418;0,781279774381646;0,195917253611201;0,0481211656441718;0,234729412737287;0,175837896480225;0,298178944992099;0,332506992815225;0,276733418865399;0,00201973266558581;11908,12486938;2,50196114931635;1;1;Grande
TRT3_Ano2009;2009;Ano;Trabalho;TRT3;TRT 03ª Região;0,860181226763735;363937,261427801;13199;1402517194252,1;287054747637;20033665;428;14571;12599;54010;56544;224850;2202;179;4918;118;7161;167;0;0;1704;202;6;535;2364;279;56;371;3312;6196;75175;946;271;2898;65;4222;17;10994;269;4;911;1411;219;21;68;19159;33116534;29515193;16352655;57286;232626;2004;102989893;1088845963;624540712;62319;39022;1084940,44;1436509;15018092;3488543;7553362;5872235;967677284;711064060;256613224;1015793285;831570856;9721853;13943;45754;76879;63;7551;9246;0;9246;1083;0;1083;1167376;122004;101670;76306;25364;2;274;36;263;35;49150;29150;11693812;1766272;14371;29651;691;527;133289715;1141;10291;11867;42408;179;486;4241;55300;237;729;3490;186585657;18958;29;174;2350;23122;2122;545;213495;54929;13;185;54731;84178;15086;135118;nd;57851;214780;40421;69;26;40326;0,248463881576227;2899;451;380;55;437;274;91;3010;24;2875;1717;489;262;233;12;99;62;14;22;10;9;4633;1088350174;238;36;1906;47660;11263;88142;95;198;7614;3108;14711;22859;55902;261;272510;163317;255201;268424;2;226756;86438;214875;213693;297;2667;329054;281394;47660;1906;45754;169513;81371;88142;11263;76879;313052;272631;40421;95;40326;325710;270781;54929;198;54731;9246;1083;7614;44022;1218;0;53268;2301;0;224850;75175;214780;213495;47660;88142;40421;54929;310;361;888;4122;295;654;2676;26;146;670;3234;524;2022;3258;986037438,44;22224890;4419;19943144;759180061;2383;3862;817;22347;nd;200,33665;0,00353867439351513;0,000724264407711363;0,970706789462582;0,0290562985952403;0,95263209384181;0,700008624294066;0,252623469547744;0,0218793432957179;50,70431620974;0,0196330732782901;2425,09251178718;0,328152844601646;0,0115119997076964;0,00173881047067564;0,183684672615256;0,131217361808018;1,07142879370383;1,07191687430775;0,61483051839627;1,54739534678253;1,48250457417552;20,5753665143148;14,2310455925064;6,34432092180837;14,4706422913631;1,12038634011728;0,714871573494496;0,833333333333333;0,0434641487164355;0,593082400813835;nd;1414,11968304352;282,244911253133;1131,87477179038;1562,6297035515;2488,64598664298;953,872053872054;1570,66666666667;868,7969348659;106,224221972253;103,750458715596;106,859566446748;87,6004947433519;1107,92592592593;nd;1570,66666666667;1044,09961685824;nd;nd;nd;1044,09961685824;101,748299319728;123,37982752156;nd;103,750458715596;128,421300659755;nd;nd;nd;128,421300659755;0,0935037775585043;0,00498851848919154;0,0912485498839907;1865,77777777778;nd;2156,61111111111;1265,77394636015;559,888888888889;1825,66283524904;1265,77394636015;559,888888888889;207,775028121485;142,45504587156;155,686616399623;68,8647502356268;224,55136663525;nd;nd;nd;nd;nd;224,55136663525;155,686616399623;68,8647502356268;171,34693877551;0,37209642836369;0,702353426311836;0,0779247688874721;0,284126322806433;0,702353426311836;0,414444263434803;nd;nd;1096,66666666667;1591,27777777778;817,988505747126;210,455938697318;1028,44444444444;817,988505747126;210,455938697318;nd;822,911877394636;154,869731800766;96,8002473716759;117,37982752156;nd;106,148623853211;120,264373232799;101,215834118756;19,0485391140434;nd;nd;nd;nd;nd;120,264373232799;101,215834118756;19,0485391140434;0;0;0;0;0,951369684003234;1,02311474250141;0,95521458750278;0,848111624003357;0,936483064841657;nd;nd;0,340000441264665;nd;0,0987567739878865;0,374728963556641;0,250562453128906;0,649047878529035;nd;nd;nd;nd;nd;0,374728963556641;0,250562453128906;0,649047878529035;0,428105906313646;0,760530299076152;0,656941243555323;0,835145167705157;0,368279432115217;0,213572854291417;0,223735939280155;0,219445225654613;0,2112704778737;0,408912024614504;0,29409286256004;0,00114922594708824;5827,07158176;1,39161281306318;4;1;Grande
TRT4_Ano2009;2009;Ano;Trabalho;TRT4;TRT 04ª Região;0,778692877389725;323721,979896623;13200;1402517194252,1;215863879432;10914128;429;13986;10820;61510;53968;140615;1972;786;858;1680;4707;1231;0;0;305;162;49;1568;232;5758;67;3200;3602;21686;69130;nd;4156;nd;2868;nd;4429;3417;796;nd;2356;nd;7162;nd;3652;20689;33210284;39331114;17440693;77381;183875;1461;88689930;1764949002;806148770;61510;74501;680477;9191184;2456536;2698352;5979092;11306357;866197943;605249740;260948203;917483938;744297729;5295309;12820;45760;147001;1716;127857;12465;2;12463;3857;2;3855;3548709;112964;90609;76038;14571;15;230;36;227;36;80451;64361;27657859;364214;13152;18210;5944;722;232550906;2164;16060;10829;43439;203;2986;8279;53685;1029;1594;4253;170098901;27270;43;1533;5745;27593;1951;679;130400;65412;86;55;65271;60696;13436;130400;nd;61743;130400;59937;341;259;59337;0,326756575881485;3344;64;49;15;533;420;113;1752;5;3172;2008;675;1;0;1;2;1;1;4;0;4;3417;1165623635;271;36;467;46227;4213;151214;600;141;129573;7382;24542;34085;59418;212;186842;220344;190337;195812;15;141082;73343;131000;130541;248;2630;240810;194583;46227;467;45760;242030;90816;151214;4213;147001;252080;192143;59937;600;59337;273193;207781;65412;141;65271;12465;3857;129573;31362;6666;0;43827;10523;0;140615;69130;130400;130400;46227;151214;59937;65412;266;3;597;3771;1;469;2478;2;128;809;3174;681;2009;3346;878152821;28747050;4019;14346072;656535735;23696;348;15150;7537;nd;109,14128;0,00425028930460327;0,000654169475967996;0,9571315470811;0,042868449649088;0,944101479191236;0,659684289753746;0,28441718943749;0,0313324831197208;84,0638792215008;0,0156363195101515;2604,47371866074;0,469405361949781;0,0301453331818437;0,000396970437208896;0,185397143159579;0,253465915171149;1,27045672051863;1,92368381494216;0,878651643490679;2,43720799316262;2,27228414400124;34,5515463993092;29,0174350163385;5,53411138297077;30,6391861997587;0,604964114832536;1,05414105940884;0,802105095428632;0,0443554172322838;0,800002485985258;nd;1787,13315438485;494,478349530077;1292,65480485477;2309,66688314449;4423,99062939339;786,491935483871;1499,11111111111;665,481132075472;74,1634980988593;79,4815905743741;72,3126601742696;61,4524259609326;971,008064516129;nd;1499,11111111111;881,330188679245;nd;nd;nd;881,330188679245;75,8695652173913;91,5627376425855;nd;79,4815905743741;95,7672988211174;nd;nd;nd;95,7672988211174;0,0188512011183088;0,5075421472937;0,953281689195738;2166,08870967742;nd;2486,88888888889;1103,29716981132;1008,31603773585;2111,61320754717;1103,29716981132;1008,31603773585;204,254752851711;131,852724594993;119,886724756535;109,565863659662;229,452588416197;nd;nd;nd;nd;nd;229,452588416197;119,886724756535;109,565863659662;169,247006931317;0,477922293099163;0,696430832501861;0,183876596082164;0,37829268874109;0,696430832501861;0,532555146787954;nd;nd;1101,58467741935;2149,47222222222;615,094339622642;308,547169811321;923,641509433962;615,094339622642;308,547169811321;nd;615,094339622642;282,721698113208;79,4202898550725;95,8479087452472;nd;90,9322533136966;97,5586878523834;66,8375192209124;30,721168631471;nd;nd;nd;nd;nd;97,5586878523834;66,8375192209124;30,721168631471;0;0;0;0;1,04680038204394;1,14406685443226;0,927354834121538;1,29657992082549;1,01870564434121;nd;nd;0,501263358462431;nd;0,28664710392048;0,541138447785533;0,329590693461108;0,765869297663606;nd;nd;nd;nd;nd;0,541138447785533;0,329590693461108;0,765869297663606;0,448593724597626;0,676011407027889;0,884489916963227;0,805299196189342;0,176534543160494;0,293634496919918;0,208421394895139;0,139647239263804;0,30079048162334;0,573647716180282;0,392741712069443;0,00386787043676834;32514,8193240908;1,13190555798778;5;1;Grande
TRT5_Ano2009;2009;Ano;Trabalho;TRT5;TRT 05ª Região;0,571476972851794;263475,182995779;13201;1402517194252,1;137074670697;14637364;349;6874;6460;26007;28696;119682;346;nd;211;nd;24699;nd;0;0;706;367;nd;nd;nd;nd;nd;nd;2579;16995;66897;450;nd;132;nd;22218;nd;7219;336;nd;nd;nd;nd;nd;nd;7716;23714904;48365807;50863899;28618;145759;1645;64339439;2078784348;457842307;27652;36556;1517755;868852;9279573;0;5120276;33420504;598867337;442896014;155971323;659436837;510812994;6805471;6646;28680;134107;4289;58086;14226;4;14222;14053;1;14052;746131;64088;59722;39808;9216;13;185;29;185;nd;12917;12917;14633394;79021;6838;16193;12321;1583;68948241;891;4424;5304;20576;132;670;1848;28442;198;248;1707;61372684;7947;29;228;941;8719;1093;286;108705;31081;204;91;30786;48246;11094;109773;nd;26219;105897;18454;356;115;17983;0,431196452404529;2010;238;150;34;71;0;0;1407;17;2486;1193;308;177;145;8;19;15;3;19;1;14;2486;608399097;158;29;1073;29753;7555;141662;471;295;62375;1218;6404;10080;27441;172;149435;208559;124351;139786;13;120755;74452;106368;109000;201;1379;178131;148378;29753;1073;28680;225554;83892;141662;7555;134107;150570;132116;18454;471;17983;168404;137323;31081;295;30786;14226;14053;62375;23031;13904;0;37257;27957;0;119682;66897;105897;108705;29753;141662;18454;31081;214;196;309;2993;160;150;1504;11;34;367;2684;333;1354;2684;612310839;84284403;3194;10148425;503465514;nd;nd;nd;48056;nd;146,37364;0,00481078549119894;0,000470180928763336;0,928535994115233;0,0733441086185484;0,908149656492423;0,671627651277237;0,236522005215186;0,127812700581663;45,0516115469971;0,0153895330539443;3343,73058378163;0,219935150513892;0,0221907439483852;0,00011983103697921;0,0930683282408138;0,104556247287714;0,922604050704556;3,15236309432923;0,694292889494737;1,4620118759088;1,37319807036294;20,4476707691358;16,8677912225179;3,57987954661782;13,7319807036294;0,778606965174129;1,03740949316171;0,931874921982274;0,0534811292321088;1;nd;1021,02400404882;196,046227995697;824,97777605312;1028,66882315696;2757,90777629087;743,537313432836;989,51724137931;702,063953488372;108,376359680928;100,335664335664;110,48032936871;55,6821907600596;886,223880597015;nd;989,51724137931;868,808139534884;nd;nd;nd;868,808139534884;66,3677347242921;129,174039158811;nd;100,335664335664;136,720036596523;nd;nd;nd;136,720036596523;0,0462328267654523;0,566653454881755;0,399513040607461;2332,83084577114;nd;1865,93103448276;1250,54069767442;1161,01162790698;2411,5523255814;1250,54069767442;1161,01162790698;340,028281363307;189,202797202797;196,791399817017;182,702653247941;379,494053064959;nd;nd;nd;nd;nd;379,494053064959;196,791399817017;182,702653247941;174,701564828614;0,627011159691343;0,89234314383222;0,426167078855792;0,432428086762176;0,89234314383222;0,652645016396923;nd;nd;837,830845771144;986,827586206897;632,005813953488;180,703488372093;812,709302325581;632,005813953488;180,703488372093;nd;615,68023255814;107,290697674419;56,0991058122206;109,187817258883;nd;91,6748251748252;113,770356816102;96,8865507776761;16,8838060384263;nd;nd;nd;nd;nd;113,770356816102;96,8865507776761;16,8838060384263;0;0;0;0;0,845276790676525;0,913681349316978;0,884819772396852;0,62023997580076;0,83214106467695;nd;nd;0,558737629587426;nd;0,371955089623777;0,582576802963178;0,358545173894168;0,826427092144795;nd;nd;nd;nd;nd;0,582576802963178;0,358545173894168;0,826427092144795;0,335255892644288;0,89087610160705;0,589520374746093;0,582296736974941;0,187055476529161;0,212158054711246;0,240344278894836;0,14751350514243;0,190193628981886;0,367333551984257;0,32183257918552;0,00113146697020203;5097,44104197996;0,632596642166987;6;2;Médio
TRT6_Ano2009;2009;Ano;Trabalho;TRT6;TRT 06ª Região;0,831345784806602;182146,830798242;13202;1402517194252,1;78428308142;8810256;191;2915;4155;16127;17962;93451;136;nd;94;nd;3093;nd;0;0;45;638;nd;nd;nd;nd;nd;nd;2077;4754;18944;nd;nd;nd;nd;nd;nd;1618;1501;nd;nd;nd;nd;nd;nd;5515;16460811;14696957;6431044;16150;99132;621;54727302;704418122;269618719;16350;19929;459796;772860;7860777;487174;3149873;1851237;457273368;356589100;100684267;480454195;377312796;4711127;3611;43955;71107;478;24284;5863;0;5863;3304;0;3304;374873;69302;52191;16302;35883;0;129;18;124;17;13508;13508;5232329;364943;3802;10102;1666;230;19703042;521;2997;3209;10619;54;1354;1310;18544;81;202;912;35537833;5209;18;659;656;6628;901;331;88434;42399;201;382;41816;32408;47865;86515;nd;16150;88434;46843;201;382;46260;0,22594015291131;1577;63;63;0;308;135;16;1307;49;1570;730;290;171;119;13;22;13;9;6;0;4;1797;362220678;148;18;683;44638;3119;74226;583;583;24762;876;4361;6861;15703;124;138089;93170;135277;130833;0;94134;22063;89017;89017;142;1232;156051;111413;44638;683;43955;97924;23698;74226;3119;71107;151427;104584;46843;583;46260;146983;104584;42399;583;41816;5863;3304;24762;13904;1896;0;19767;5200;0;93451;18944;88434;88434;44638;74226;46843;42399;147;193;371;2091;132;198;1060;22;16;332;1720;316;862;1727;456821705;8282281;2233;9120811;379769928;nd;nd;nd;3323;nd;88,10256;0,0061260303375422;0,000342565636249618;0,950812189286848;0,0305897152172852;0,95175226433396;0,742191667199409;0,209560595053187;0,0172384403886826;54,5335112850296;0,0189837264299461;2507,94064466707;0,126626320746351;0,0108903805075529;0,0007595791727867;0,073967161427324;0,0410091996386877;0,753913030148483;1,46615042459979;0,561174658907911;1,66850997292247;1,61175793302714;23,7337030842237;17,263970536157;6,46973254806671;17,8995933829846;0,922637920101459;1,15581524763495;0,753095148769155;0,0427851545285586;1;nd;1272,3353328212;203,876028119955;1068,45930470125;1718,75822904578;2882,71986648288;789,408450704225;997,888888888889;759,145161290323;90,987012987013;54,2658610271903;104,477247502775;65,1720930232558;1098,95070422535;nd;997,888888888889;1113,62096774194;nd;nd;nd;1113,62096774194;90,7273255813953;126,664772727273;nd;54,2658610271903;153,261931187569;nd;nd;nd;153,261931187569;0,0139907793781128;0,326949384404925;0,344165875366714;1964,38028169014;nd;1486;1001,31451612903;1032,50806451613;2033,82258064516;1001,31451612903;1032,50806451613;226,413961038961;80,809667673716;137,80577136515;142,098779134295;279,904550499445;nd;nd;nd;nd;nd;279,904550499445;137,80577136515;142,098779134295;162,175581395349;0,403772024805591;0,60591095706017;0,289047367494277;0,213185639930602;0,60591095706017;0,415041144344653;nd;nd;1035,09154929577;897,222222222222;713,177419354839;341,927419354839;1055,10483870968;713,177419354839;341,927419354839;nd;713,177419354839;377,766129032258;88,0389534883721;122,911525974026;nd;48,7915407854985;150,140954495006;98,1509433962264;51,9900110987791;nd;nd;nd;nd;nd;150,140954495006;98,1509433962264;51,9900110987791;0;0;0;0;0,970368661527321;0,899120365215455;0,946314111138458;1,04939737443434;0,979636321502799;nd;nd;0,385565508416183;nd;0,20927980278218;0,402881617580289;0,168548422972552;0,624461569524835;nd;nd;nd;nd;nd;0,402881617580289;0,168548422972552;0,624461569524835;0,410987784460842;0,528558476881233;0,572204393976796;0,0868066436853651;0,19077725927041;0,307568438003221;0,22085626911315;0,11676587874935;0,200871359779867;0,436922880978157;0,284200685571829;0,000780247115960763;4254,96149033581;0,08050174576302;8;2;Médio
