chave;ano;tipo_periodo;justica;sigla;dsc_tribunal;eff;target.tbaix;seq_orgao;gt;pib;h1;apublic2;cn2;cnc1;cnccrim1;cnccrimje;cnce1;cnce2;cncf1;cncf2;cncm1;cncm2;cncncrim1;cncncrimje;cncrim2;cncrimtr;cnelet1;cnelet2;cneletje;cnelettr;cnextfisc1;cnextnfisc1;cnncrim2;cnncrimtr;cnpe1;cnpe2;cnpf1;cnpf2;cnpm1;cnpm2;cntru;comp;cp2;cpc1;cpccrim1;cpccrimje;cpce1;cpce2;cpcf1;cpcf2;cpcm1;cpcm2;cpcncrim1;cpcncrimje;cpcrim2;cpcrimtr;cpextfisc1;cpextnfisc1;cpncrim2;cpncrimtr;cppe1;cppe2;cppf1;cppf2;cppm1;cppm2;cptru;dben;dbs;dct;dec2;deccrim2;deccrimtr;decncrim2;decncrimtr;deimpje;dem;denc;depjud;derext1;derextje;derint2;derinttr;dest;dinf1;dinf2;dinf3;dip;dk;dpe;dpea;dpei;dpj;drem;dter;exejud1;exejudcrim1;exejudcrimnpl1;exejudcrimpl1;exejudje;exejudncrim1;exejudncrimje;exejudp1;exejudpcrim1;exejudpcrimnpl1;exejudpcrimpl1;exejudpje;exejudpncrim1;exejudpncrimje;exesusfisc1;exesusje;exesusnfisc1;incex1;incexfisc1;incexje;incexnfisc1;incexp1;incexpfisc1;incexpje;incexpnfisc1;isupje;jg;m2total;m2util;m2util1;m2util2;magaj1;magajje;magajtr;mage1;mage2;mageje;magpacje1;magpactr1;magpactrje;magpae1;magpaeje;magpaetr;magtru;mldisparq;mlutilarq;r;ref;rint2;rintc1;rintcje;rintcp1;rintcpje;rintp2;rintptr;rinttr;rjag1;rjap1;rjje;rpag1;rpap1;rpje;rsup1;rsup2;rsupje;sajud1;sajud2;sajudacje1;sajudae1;sajudaeje;sajudtr;sajudtru;sentc1;sentccrim1;sentccrimje;sentcncrim1;sentcncrimje;sentex1;sentexje;sentextfisc1;sentextje;sentextnfisc1;sentjud1;sentjudcrimnpl1;sentjudcrimpl1;sentjudncrim1;sentjudncrimje;serint1;serintje;tbaix2;tbaixc1;tbaixccrim1;tbaixccrimje;tbaixcncrim1;tbaixcncrimje;tbaixcrim2;tbaixcrimtr;tbaixex1;tbaixexje;tbaixextfisc1;tbaixextnfisc1;tbaixjud1;tbaixjudcrimnpl1;tbaixjudcrimpl1;tbaixjudncrim1;tbaixjudncrimje;tbaixncrim2;tbaixncrimtr;tbaixtru;tcc;tcefet;tfauxe;tfauxe1;tfauxe2;tfauxt;tfauxt1;tfauxt2;tfc;tpced;tpefet;tpefet1;tpefet2;tpreqfpj;tpreqfpj1;tpreqfpj2;tpreqpj;tpreqpj1;tpreqpj2;tpsv;tpsv1;tpsv2;ui;vpag;cc;mag2;tbaixjudcrim1;sentjudcrim1;cnext1;cnex1;cpext1;cpex1;tbaixext1;sentext1;exesus1;mag1;cn1;cp1;tbaix1;sent1;magaj;cntr;cptr;tbaixtr;dectr;magtr;cncje;cpcje;tbaixcje;magje;sentcje;sajudje;cnexje;cpexje;tbaixjudje;sentjudje;cnje;cpje;tbaixje;sentje;cnnjud1je;cpnjud1je;tbaixnjud1je;sentnjud1je;mag;sajud;cn;cnc;cnex;cnext;exejud;cp;cpc;cpex;cpext;exejudp;tbaix;tbaixc;tbaixex;tbaixext;tbaixjud;sent;sentc;sentex;sentext;sentjud;incex;incexp;exesus;rint;rintp;cnelet;rintinc;rintincp;cnelet1je;cnc1je;cpc1je;tbaixc1je;sentc1je;cnex1je;cpex1je;tbaixex1je;sentex1je;mage;tpreq;tfaux;ts;tpreq1;tfaux1;ts1;tpreq2;tfaux2;ts2;serv;serv2;serv1jetr;servc;drh;dcca;ftt;dinf;dpji;dgovp2;dgovp1;dgovc2;dgovc1;cpfimtru;h2;g1;g2;g3;g4;g5;g5a;g5b;g6;g7;inf1;dpjitb;i;i1;i2;i5;i6;f1;f2;f3;f4a;f4b;f4c;f4d;inf2;dm2;pm2;procml;eh1;ch;ch2;ch1;chtr;chje;chtru;tbaixh;tramh;cm;cm2;cm1;cmtr;cmje;cmtru;cs;cs2;cs1;cstr;csje;cstru;cserv;cnmag;cnmag3;cnmag2;cnmag1;cnmagtr;cnmagje;cnmagtru;cnmag1je;cnserv;cnsajud;cnsajud3;cnsajud2;cnsajud1;cnsajudtr;cnsajudje;cnsajudtru;cnsajud1je;pextfisc1;pexsfisc1;pexs1;k;k3;k2;kc1;kex1;k1;ktr;kcje;kexje;kje;ktru;kc1je;kex1je;ks;ks2;ksc1;ksex1;ks1;kstr;kscje;ksexje;ksje;kstru;ks1je;ksc1je;ksex1je;kserv;tc;tcex;tc2;tcc1;tcex1;tc1;tctr;tccje;tcexje;tcje;tctru;tcjudcrim1;tcjudcrim;sm;sm2;smc1;smex1;sm1;smje;smtr;smcje;smexje;smc1je;smex1je;ipmtru;ipmc1je;ipmex1je;ips;ipsjud;ipsjud3;ipsjud2;ipsjud1;ipsjudc1;ipsjudex1;ipsjudtr;ipsjudtru;ipsjudcje;ipsjudexje;ipsjudje;ipsjud1je;ipsjudc1je;ipsjudex1je;procel;procel2;procel1;proceltr;procelje;procel1je;iad;iad2;iadc1;iadex1;iad1;iadtr;iadcje;iadexje;iadje;iadtru;iadjudcrim1;iadjudcrim;percp;percp3;percp2;percp1;percpc1;percpex1;percptr;percptru;percpcje;percpexje;percpje;percp1je;percpc1je;percpex1je;rx2;rx1;rxje;impje;rin2;rin1;rintr;rinje;rd1;rd1ag;rd1ap;rdje;a1;a2;scoreacp;ranking;idporte;porte
TRF1_Ano2009;2009;Ano;Federal;TRF1;TRF 1ª Região;nd;nd;3;1402517194252,1;920621519914;71044195;78846;125124;123722;36321;1106;1560;205;582669;41594;1931;268;87401;355810;4724;46;202945;0;202765;71685;77395;7235;120400;112832;208;355;140894;52916;2113;521;784;6829;304077;310775;74676;1454;1054;1139;804380;109833;697;1341;236099;661982;6597;54;711870;33240;297480;120578;262;1165;896499;136809;749;1126;517;71135328;130861942;168367335;59736;3877;45;55859;86197;132444;175996;186141015;1569385592;423783;387752;75801;108374;9716847;6487824;6192679;18942592;20145824;61459022;1458263955;1274025669;184238287;1688090312;1200987612;69101744;7417;371;54;317;0;7046;0;86983;4390;2224;2166;0;82593;0;357947;0;38377;6555;57;0;6498;25040;113;0;24927;5;7435248;291564;252327;208958;43369;57;8;3;388;27;58;22;67;0;260;27;18;17;nd;nd;21909340;5396207286;30295;12216;7472;446;nd;9097;0;7472;10796;61228;86246;nd;nd;nd;42677;20504;108158;3307;466;134;3173;552;0;2;101948;19906;0;82042;172492;61494;0;48129;nd;2061;11304;312;154;10838;0;173014;86246;93057;229954;79883;1210;150071;452046;5956;55;153147;0;117002;6463;29682;646;694;28342;0;87101;56455;245;0,606853871018439;6094;1568;1209;359;2819;2084;735;4528;304;6071;5098;972;322;20;103;2741;186;85;54;8;46;10679;4129111922;377;27;1340;466;84630;92047;745110;832093;123465;50190;396324;292;215769;1142868;383101;163442;68;112878;120632;56510;86242;82;356916;663436;453256;41;172492;686;0;0;0;0;356916;663436;453256;172492;565268;1719321;806675;324630;353;4327;811471;719424;92047;84630;7417;2231530;1399437;832093;745110;86983;986169;833022;153147;123465;29682;481912;420418;61494;50190;11304;6555;25040;396324;57455;9543;477395;64010;34583;405710;480638;974211;683210;274440;92047;832093;153147;61494;473;3063;4387;13271;206;3293;8605;188;1094;2300;8884;1206;5312;8907;1557228370;229826357;13624;31623095;1503852025;192892;1040725;154380;1392291;1056;710,44195;0,0018336420293083;0,00120361469999673;0,92247930038473;0,0775206996152703;0,863854229026581;0,754714164250236;0,10914006536873;0,136145770973419;23,7611294209189;0,0187330587559228;1524,94351880864;3,20961300914095;0,0129787724295642;3,19663423671138;2,44602548373609;0,929681060808078;0,665782756775554;0,496873812139049;18,6799217022587;8,11748236432266;10,5624393379361;8,57775923845713;0,804890055792583;0,639479351999251;0,865425772729144;0,053993429161366;nd;nd;1131,76593808966;176,121356572483;293,270970274207;158,884198772328;502,385874032354;1,10353843829183;1388,10637519364;4283,25072864855;2277,77337110482;4634,22222222222;713,534246575342;1376,56097560976;8705,26829268293;46,1176470588235;185,822509822048;268,50643776824;63,003326277593;nd;520,285714285714;392;90,5058532192706;2298,78470254958;nd;4634,22222222222;738,934931506849;1376,56097560976;8705,26829268293;46,1176470588235;1841,4308681672;91,3407248986943;187,536630459903;nd;268,50643776824;65,2461445418809;nd;520,285714285714;392;148,402435864214;0,858476210572571;0,532450841411769;0,402658720582526;8899,69971671388;nd;17355,2962962963;1531,36643835616;3273,06506849315;4804,43150684932;2938,80487804878;25068,8780487805;0;25068,8780487805;76,5294117647059;4742,71061093248;3073,10289389068;726,044372544488;1005,5643776824;135,215905654672;289,003628666465;424,219534321137;nd;1498,28571428571;0;1498,28571428571;650,5;629,882871210158;382,218968644727;247,663902565431;353,623818099955;0,675922222832;0,834281602354622;0,783185500499766;0,470758141022838;0,834281602354622;0,718025491724427;0,757997516166331;0,555784670388258;nd;0,555784670388258;0,811683320522675;0,718546523839529;0,718546523839529;1365,18980169972;2212,44444444444;349,13698630137;210,595890410959;559,732876712329;4207,12195121951;1051,73170731707;4207,12195121951;0;882,443729903537;197,729903536978;14,4117647058824;2196,81672025723;492,434083601286;111,005065285907;227,910561590016;nd;199,69313304721;115,845479286362;69,5355306924705;46,3099485938917;nd;122,5;660,723032069971;0;660,723032069971;216,728945322622;177,043275459964;39,6856698626587;0,593734997898151;0;0,974048725234219;0,635066177643119;nd;0,717730350913195;1,21528557397615;0,743718231514338;1,85863468097832;1,66379132399752;1,77551455491753;0,50062899767891;1,26992345537886;nd;1,26992345537886;0,3125;3,61185983827493;3,61185983827493;0,733331996933291;nd;0,708472254258494;0,841187160367339;0,715252349268234;0,900397125976584;0,516603143334333;0,39738662567256;0,650203067176817;nd;0,650203067176817;0,759273792354652;0,669630319022799;0,900397125976584;0,260051239124369;0,100704841864822;0,278936020961852;3,77518045362568e-05;0,3996649120724;0,0706070029014993;0,0689464262646022;0,0866359019548733;nd;nd;nd;nd;0,00440453211960617;10465,6657732556;nd;nd;nd;nd
TRF2_Ano2009;2009;Ano;Federal;TRF2;TRF 2ª Região;nd;nd;4;1402517194252,1;420641148075;19497628;33273;44690;57103;13600;737;350;128;29947;21085;375;158;43503;126545;1976;29;39202;0;118883;42403;47845;8318;42714;50528;42;93;62104;19149;130;204;37;5487;58733;156219;42637;1557;1311;186;178024;32235;624;218;113582;108450;912;11;489382;13235;57821;49077;206;169;530913;25301;1135;324;6;44140398;69196111;101037222;53563;1964;30;51599;46460;47053;267235;116690823;1519744323;384061;129206;72733;94544;5611692;11978425;27409057;2165460;9999787;19789625;914676085;784861805;129814281;1035502933;758005989;31858134;64793;467;467;0;130139;64326;130139;106993;1548;1548;0;63929;105445;63929;263799;689;19899;5526;28;0;5498;14953;70;0;14883;753;5963633;150436;99995;83885;16110;16;3;0;190;27;58;1;1;1;163;38;8;10;45606;43509;6533373;3089354700;21298;165;834;699;154;9266;8863;7624;11404;32034;54449;2018;5145;6720;43213;6845;36857;1626;708;547;1079;323;44;4;50524;2596;256;47928;124945;59330;0;31277;nd;2768;25285;103;0;25182;0;87036;125269;53158;94892;12847;432;82045;136377;2592;19;102202;80874;27971;3415;70816;346;0;70470;80874;50566;37209;19;0,507273734094921;4076;950;700;250;653;880;454;2570;95;4056;3059;997;98;48;50;65;40;25;38;11;27;6009;1112592672;303;27;346;103;56163;120956;502617;609610;31386;34045;283698;149;178059;765829;197094;109854;19;50557;49088;37228;46490;10;127282;110007;136809;37;125201;870;130139;63929;80874;0;257421;173936;217683;125201;240548;768843;263087;209770;220;2705;530764;279669;251095;56163;194932;1047592;374053;673539;502617;170922;505182;322106;183076;31386;151690;335108;275778;59330;34045;25285;5526;14953;284387;29921;18982;200488;35447;33935;158085;184385;266226;231701;175725;251095;673539;183076;59330;275;163;1603;5765;88;1580;4738;75;704;1803;4162;1099;3158;4182;966306823;120826847;5985;41552942;905688652;45240;594530;54010;210631;24;194,97628;0,00246172524428202;0,000738317460380361;0,933176326406407;0,0668236745593071;0,883315783906138;0,757952276123587;0,125363508748265;0,116684215128148;53,1091747673102;0,0401282706941401;1792,79675839598;2,98974341292378;0,00630937179585951;2,98343404112792;1,07444666407333;1,46763883960916;1,41042797616202;1,12834238092962;29,5676992093602;20,3152916857374;9,25240752362287;20,9051070212233;0,704857703631011;0,913130304543185;0,664701268313436;0,0598529926496325;0,954019207998947;nd;1722,42490214707;229,207368198839;580,92194599261;259,298207966631;652,807613315835;0,189766673156345;2590,99209401267;8095,11803179341;1526,50909090909;1655,18518518519;760,174496644295;5055,7;3440,05405405405;3,7;124,152310536044;63,1214689265537;69,6592865928659;1149,02272727273;146,301149425287;9,25;80,6900528592023;2412,56363636364;nd;1655,18518518519;1195,02684563758;5055,7;6957,32432432432;3,7;2353,94594594595;127,526189332052;196,215896487985;nd;63,1214689265537;109,507380073801;1149,02272727273;295,886206896552;9,25;223,437660338635;0,737391068024064;0,518008624346105;0,169441156685598;7489,71818181818;nd;4962,48148148148;1437,48993288591;5040,57046979866;6478,06040268456;11613,2;6439,91891891892;5245,08108108108;11685;4,3;2445,74594594595;5108,71891891892;609,145286506469;189,247175141243;131,725707257073;461,89729397294;593,623001230012;2639,36363636364;273,881609195402;223,066666666667;496,948275862069;10,75;717,073370959466;232,151359671626;484,92201128784;395,900528592023;0,679931523686671;0,8020016568718;0,486013749359427;0,555170118412541;0,86010572624513;0,79118920888919;0,626393697626574;0,423449886003987;0,583269781725993;0,495353037043562;0,558139534883721;0,828287841191067;0,828287841191067;1523,21818181818;1983,81481481481;339,087248322148;398,187919463087;737,275167785235;3383,81081081081;4649;3383,81081081081;0;949,864864864865;320,702702702703;1,9;1252,43783783784;989,6;121,379625180202;186,758595194085;nd;75,0819209039548;121,214022140221;58,3591635916359;62,8548585485855;846,090909090909;4,75;157,251724137931;92,9586206896552;250,210344827586;212,815289892252;118,881990764495;93,9332991277578;0,596988970675814;0;0,346105627461021;0,838716696006488;nd;0,657186923192045;0,951801553986329;1,18948310584023;1,66176908393605;0,844951883329475;1,10690276818358;0,736356983207073;1,07484954667588;0,621443226089028;0,845630309881478;0,513513513513513;0,740899357601713;0,740899357601713;0,663723519915659;nd;0,567891088055848;0,811355796450426;0,732315466759172;0,834435218720827;0,49262883235486;0,13953488372093;0,463599239745627;0,329415462621349;0,403229807328964;0,683343695123414;0,590811143092379;0,72843849566423;0,205722357467015;0,112515980534342;0,285257650573503;0,016003230399762;0,292824440075344;0,00189576726871639;0,0806397021492638;0,00665767268837462;0,164901698973249;0,176955454226587;0,160610601236187;0,12341824459586;0,00575916572512499;30586,4539009566;nd;nd;nd;nd
TRF3_Ano2009;2009;Ano;Federal;TRF3;TRF 3ª Região;nd;nd;5;1402517194252,1;1120721583313;43744537;79317;138861;126936;3260;62;1058;417;108852;71430;312;252;123676;309960;4048;73;1110;0;309960;73193;79806;4246;134813;73120;261;197;97178;70433;1083;295;98;7705;411852;232972;18796;388;968;1697;381601;207746;424;930;214176;374002;7467;41;1006527;16900;404385;115417;854;1397;1067991;228285;1031;814;4;61699625;104475446;159758532;171346;3127;75;168219;53475;382385;462760;161968595;2541236489;237262;261180;171346;73577;4068300;8200558;28878582;3926864;13966071;19452136;1236831369;1106062979;130768390;1416042037;1012848376;57015621;71319;1307;994;313;0;70012;0;227823;2026;1845;181;0;225797;0;602660;0;59082;4781;116;0;4665;14065;403;0;13662;80438;19101281;293750;251102;208694;42408;13;0;0;348;43;64;11;26;16;312;41;0;26;20955;18745;14346524;5094416598;26274;10607;7466;nd;23;13862;241;4777;34860;119152;nd;nd;nd;nd;83293;27531;79836;2782;1186;0;2782;505;45;2;69399;3494;132;65905;213931;152190;0;23101;nd;1142;127947;198;8;127741;0;196731;214119;187814;137773;7113;264;130660;323703;6004;76;232683;0;35863;2698;194122;389;24;193709;0;181810;48751;65;0,60844742586835;5769;1158;773;385;2213;1765;448;3717;64;5637;3790;1847;2;0;2;45;27;18;23;3;20;7381;2046343978;406;43;413;206;84052;155371;1023427;1251250;38561;24243;661742;336;282307;1484222;370456;221589;13;73193;115458;48827;53550;42;310022;374390;323967;68;214063;505;0;0;0;0;310022;374390;323967;214063;521010;1630789;500301;307705;436;4520;804481;649110;155371;84052;71319;2385926;1134676;1251250;1023427;227823;931129;698446;232683;38561;194122;660548;508358;152190;24243;127947;4781;14065;661742;49124;14126;384263;53905;28191;311070;436958;607362;461740;283462;155371;1251250;232683;152190;455;47;3371;9014;27;2538;6358;20;833;2720;5643;1887;3820;5775;1311566588;179210668;9450;41006004;1285273647;301421;1168398;282472;493215;37;437,44537;0,0012635092052158;0,00100964326341476;0,926220093563508;0,0737799043179111;0,873442550914892;0,781094734548477;0,0923478163664148;0,126557449085108;32,3707172166435;0,0289581826870582;1380,33897236581;3,60777645614485;0,010131425215592;3,59764503092926;1,44511527520422;1,79460526071939;1,04012987953216;0,996695884562683;20,6060016134129;12,7398765244675;7,86612508894539;13,1879324725737;0,714681920610158;1,04389649099038;0,854815319148936;0,0376341088481971;0,894535910283942;nd;1676,00813788474;317,436209234538;482,31851213787;167,319178621093;708,710209917183;0,22402797405308;2128,56064747011;7293,26955729352;1681,56422018349;3229,32558139535;627,940476190476;1742,69047619048;4559,14705882353;3,76923076923077;162,203982300885;117,08347386172;75,8404025880661;1626,51111111111;613,90495049505;49;129,924153818891;1845,13990825688;nd;3229,32558139535;840,199404761905;1742,69047619048;4559,14705882353;3,76923076923077;1507,19847328244;142,562643983697;177,982522123894;nd;117,08347386172;101,476276060388;1626,51111111111;613,90495049505;49;180,203529053848;0,774134033783514;0,573705103429893;0,490111822676444;7505,74082568807;nd;13740,6744186047;1102,72321428571;4242,46130952381;5345,18452380952;4611,16666666667;10175,0147058824;0;10175,0147058824;3,92307692307692;2703,34860050891;3627,14249363868;724,005088495575;498,186340640809;133,182961897915;512,389288281812;645,572250179727;4303,75555555556;1370,10099009901;0;1370,10099009901;51;756,885609978704;323,21752357773;433,668086400974;579,922558922559;0,708147267731045;0,834580174759228;0,658962109120359;0,617199395401047;0,834580174759228;0,790291583098834;0,741178154369709;0,526649152849453;nd;0,526649152849453;0,362745098039216;0,876087608760876;0,876087608760876;1515,01834862385;3984,79069767442;206,544642857143;452,946428571429;659,491071428571;3147,98529411765;1275;3147,98529411765;0;721,277353689567;387,251908396947;2,5;1174,91094147583;592,068702290076;165,00602516392;206,001991150442;nd;158,359190556492;133,161754133717;49,5230050323508;83,6387491013659;1085,04444444444;32,5;641,518811881188;0;641,518811881188;211,263462123517;140,474596896866;70,7888652266504;0,524117452895813;0;0,00526096270877965;1;nd;0,597051880002303;1,15742820526526;1,35253238850361;1,08537373164429;1,49759607648789;1,31224517989281;0,667099312775812;1,04498067879054;nd;1,04498067879054;0,663265306122449;0,315990818668707;0,315990818668707;0,747843770402961;nd;0,747852329616334;0,840191131874993;0,647309868077398;0,889543096541286;0,612019019247181;0,0392156862745098;0,547024306996371;nd;0,547024306996371;0,758325883813605;0,581586103876207;0,889543096541286;0,347100873709293;0,351059166659642;0,305674247645302;0,210358669926906;0,153338858216708;0,0539162612907981;0,0649251804232301;0,0348684609959882;nd;nd;nd;nd;0,0134892047699852;43665,5233086591;nd;nd;nd;nd
TRF4_Ano2009;2009;Ano;Federal;TRF4;TRF 4ª Região;nd;nd;6;1402517194252,1;535662084296;27719118;92880;99076;98168;18711;1594;0;0;105500;58078;0;0;79457;296588;6451;114;2822;79;293129;119280;53440;4050;92625;124452;0;0;128559;55980;0;0;592;9672;94243;244541;33693;1702;0;0;144768;58925;0;0;210848;286884;4240;93;349603;17858;90003;128715;0;0;550283;53488;0;0;309;53855595;81474803;98242354;115530;6706;68;108824;129146;nd;439036;148567245;1745740032;321760;382713;115530;146754;10528052;13645983;22367695;8512084;19061567;29431091;1101045772;1007658398;93387374;1256903323;898622931;23574666;37325;1876;1407;469;0;35449;0;104206;4933;663;4270;0;99273;0;191854;0;7050;13772;4917;0;8855;27354;10628;0;16726;nd;22249551;265691;157992;129227;28765;11;3;0;264;27;80;143;0;0;100;70;28;7;71163;38151;10236182;859093247;39453;11329;nd;nd;nd;4984;nd;nd;31042;67499;28088;10641;30529;nd;76787;26911;124566;2401;684;1413;988;680;81;2;93082;9094;715;83988;315909;74887;0;47414;nd;2761;24712;152;1056;23504;0;166505;316270;105877;122074;24698;1192;97376;305781;6557;144;56214;0;21821;2458;31935;150;1024;30761;0;99320;100496;265;0,538274351867115;4911;1234;1003;231;1302;1136;166;3380;16;4855;3872;983;1;1;0;14;11;4;7;0;7;6713;3192503190;337;27;1174;1208;57490;94815;367461;471667;24279;50175;198904;232;192983;716208;178288;167969;14;124566;128808;100640;129214;28;298182;288586;306973;210;316624;2093;0;0;0;0;298182;288586;306973;316624;453840;900588;453326;459881;354;3848;715399;620584;94815;57490;37325;1228154;756487;471667;367461;104206;692043;635829;56214;24279;31935;729337;654450;74887;50175;24712;13772;27354;198904;50782;4984;415310;64554;32338;295951;396350;533127;429047;409706;94815;471667;56214;74887;371;15;2536;7397;12;2139;6023;4;397;1391;4861;994;3884;4917;1154210056;127673445;7751;44525762;1163515949;109468;678842;117003;250268;636;277,19118;0,00234644818038951;0,000896176765711775;0,918296606333342;0,0648218534465598;0,875998775603523;0,801699207537221;0,0742995680663023;0,101577776638594;45,3442754924598;0,0354249695941014;1681,2769567787;0,691643830589188;0,0081439692398681;0,68349986134932;2,539975136974;1,38892148668462;1,33842642467917;1,27709691195802;26,6855532704901;17,457265415155;9,22828785533508;17,717013939621;0,756872327428222;1,44078653359154;0,594645659807822;0,0490594460479012;0,536107246743392;nd;2446,23223581645;357,42840013885;561,554664185202;449,386593036618;1075,72686836573;2,13571009005409;2496,62705718126;7011,59755516031;1915,46327683616;3669,48148148148;670,939655172414;4448,78571428571;1419,91428571429;84,5714285714286;176,214656964657;144,847953216374;64,8304872969596;1537,85185185185;142,466316292403;296;139,492696975931;2020,9011299435;nd;3669,48148148148;831,823275862069;4448,78571428571;1419,91428571429;84,5714285714286;1642,69230769231;147,171158197902;185,914501039501;nd;144,847953216374;80,3760932944606;1537,85185185185;142,466316292403;296;159,417396949043;0,720140153268069;0,50326056733347;0,0571261881031675;5763,96892655367;nd;8805,77777777778;1526,02586206897;2619;4145,02586206897;9049,07142857143;2794,13333333333;0;2794,13333333333;128,714285714286;3146,50836120401;2032,13377926421;530,261174636175;347,59649122807;147,454394002499;253,064556434819;400,518950437318;3128,07407407407;280,347826086957;0;280,347826086957;450,5;502,56864654333;305,35735150925;197,21129503408;419,758280189261;0,643928928102295;0,900766485078078;0,452319740946312;0,643796923920878;0,900766485078078;0,803904790082612;0,602800603061088;0,476840932020833;nd;0,476840932020833;0,705882352941176;0,827581142605375;0,827581142605375;2060,27401129944;4278,88888888889;401,215517241379;322,788793103448;724,004310344828;1507,73333333333;4614,78571428571;1507,73333333333;0;1370,25418060201;250,458193979933;37,8571428571429;1434,9397993311;188,006688963211;142,366385517383;179,844854469854;nd;154,790935672515;74,2557267805081;50,8429820907955;23,4127446897126;1242,46913580247;132,5;146,666507405638;0;146,666507405638;157,501135994807;139,255761116521;18,2453748782863;0,612484773048369;0,000797367677338609;0,0181294890079533;0,957564664515197;nd;0,652104265820553;0,967352484417786;1,06864427308329;1,24352131040665;0,592880873279544;0,923853396413156;0,807925116002762;1,0294819942183;nd;1,0294819942183;0,447635135135135;0,625799573560768;0,625799573560768;0,63191176160362;nd;0,487499935340034;0,787742069598137;0,713552897647859;0,832624867162593;0,508371024651306;0,342952275249723;0,49182300329943;nd;0,49182300329943;0,671672151442653;0,573577398902824;0,832624867162593;0,289739448751077;0,238646817503729;0,325481496578376;nd;0,341495715398598;0,0680399987988349;nd;nd;0,417795638363727;0,342793634430771;0,452288182047141;nd;0,0177018793672169;80267,889476137;nd;nd;nd;nd
