ano;tipo_periodo;justica;sigla;dsc_tribunal;h1;h2;el;pib;gt;dpj;drh;drem;dben;denc;dter;dest;dip;dbs;dpe;dpei;dpea;dcca;dct;dk;dplei;dhes;dpreqext;dhet;dinf1;dinf2;dinf3;dinf;comp;ui;urnas;mcutilurna;mcdispurna;m2total;m2util;m2util2;mldisparq;m2util1;mlutilarq;ftt;tpreq;tfaux;ts;tpefet;tpced;tpsv;tpreqpj;tpreqfpj;tpreqext;tfauxt;tfauxe;tcefet;tcc;tfc;ts2;tfaux2;tpreq2;tpefet2;tpsv2;tpreqpj2;tpreqfpj2;tpreqext2;tfauxt2;tfauxe2;ts1;tpreq1;tfaux1;tpefet1;tpsv1;tpreqpj1;tpreqfpj1;tpreqext1;tfauxt1;tfauxe1;sajud;sajud2;sajud1;cnelet;cnelet2;cnelet1;cn;cnc;cnex;cnext;cncrim2;cn2;cnncrim2;cn1;cnc1;cnccrim1;cncncrim1;cnex1;cnext1;cnextfisc1;cp;cpc;cpex;cpext;cp2;cpcrim2;cpncrim2;cp1;cpc1;cpccrim1;cpcncrim1;cpex1;cpext1;cpextfisc1;tbaix;tbaixc;tbaixex;tbaixext;tbaix2;tbaixcrim2;tbaixncrim2;tbaix1;tbaixc1;tbaixccrim1;tbaixex1;tbaixcncrim1;tbaixext1;tbaixextfisc1;sent;sentc;sentex;sentext;dec2;deccrim2;decncrim2;sent1;sentc1;sentccrim1;sentcncrim1;sentex1;sentext1;sentextfisc1;rint;rint2;rintc1;rintinc;rintp;rintp2;rintcp1;rintincp;rsup2;apublic2;derint2;rsup1;derext1;serint1;rpap1;rjap1;g1;g2;g3;g4;g5a;g5;g5b;g6;g7;g8;g9;g10;g11;inf1;f1;f2;f3;f4a;f4b;f4c;f4d;f4e;inf2;dm2;pm2;procml;ue;uemc;ch;ch2;ch1;cm;cm2;cm1;cs;cs2;cs1;k;k2;k1;tc;tc2;tcc1;tcex1;sm;tc1;sm2;sm1;procel;procel2;procel1;iad;iad2;iadc1;iadex1;iad1;rx2;rx1;rin2;rin1;rd1;rd1ap
2011;Ano;Eleitoral;TREMT;TRE - Mato Grosso;3075936;30,75936;36;71417805278;1658997435876,43;80995762,83;69299847,66;52819220,21;4629677,85;6790978,7;3678448,68;231423,42;1150098,8;16755886,07;64239876,76;8400503,68;55839373,08;16755886,07;13599874,13;3156011,94;22307,82;5320,6;0;0;637393,65;2651000;1769266,18;5057659,83;460;483;7505;48;66;24809;20343;9215;3973;11128;3226;636;107;166;569;299;5;2;19;88;0;134;32;304;0,401904761904762;163;317;117;1;197;2;1;0;0;85;32;257;106;49;102;0;18;88;0;49;0;132;30;102;0;0;0;2979;2928;51;51;22;732;710;2247;2196;107;2089;51;51;51;5568;5472;96;96;1547;16;1531;4021;3925;387;3538;96;96;96;5034;5024;10;10;1497;23;1474;3537;3527;118;10;3409;10;10;12291;12291;nd;nd;12291;115;12176;nd;nd;nd;nd;nd;nd;nd;55;55;nd;55;4;4;nd;4;65;636;789;nd;nd;nd;6;12;0,0011341116198505;4,88221145364283e-05;0,855598431802559;0,206873612699574;0,689411039898468;0,793126387300426;0,103715347401957;0,206873612699574;26,3320702478855;0,000275419592588088;0,0107449879919889;0,238508289918065;0;0,0624435112811444;2,17819876616419;2,17819876616419;18,4984342977227;9,55806622764583;8,94036807007688;9,88317052110317;0,634868421052632;0;0,952380952380952;0,819984682977952;0,0312638253944846;0,811980870878429;276,630779480346;0,727272727272727;96,8485690209419;23,7976342810774;73,0509347398645;44,4626865671642;104,571428571429;37,45;22,5681818181818;24,4;22,0294117647059;128,44776119403;334;104,466666666667;0,411021411021411;0,343132953049583;0,423786962914556;0,931972789115646;183,44776119403;0,435705169112955;1755,85714285714;nd;0;0;0;1,68982880161128;2,04508196721311;1,60610200364299;0,196078431372549;1,57409879839786;0,102201257861635;nd;0,0697084917617237;nd;0,5;0,5
2011;Ano;Eleitoral;TREMS;TRE - Mato Grosso do Sul;2477542;24,77542;26;49242254325;1658997435876,43;75822923,91;60163788,78;46519535,54;3505630,82;6555236,9;2139874,82;624138,09;819372,61;17822419,61;60733531,25;5212373,92;41726586,9;75678911,03;71801791,97;3877119,06;131811,98;0;0;0;260904,92;1627143,16;1607306,16;3495354,24;933;590;6536;472;5245;54472;47965;35279;1952;12686;1761;702;125;185;586;274;2;4;1;124;0;79;106;279;0,116164383561644;158;288;93;1;190;4;1;0;0;34;59;273;124;65;84;0;0;124;0;45;20;256;172;84;0;0;0;1355;1308;47;47;10;406;396;949;902;107;795;47;47;47;523;517;6;6;455;4;451;68;62;35;27;6;6;6;1621;1613;8;8;751;4;747;870;862;113;8;749;8;8;1523;1514;9;9;739;10;729;784;775;118;657;9;9;9;13;12;1;13;2;1;1;2;17;131;754;28;664;2;1;4;0,00153979392189413;4,57040633519386e-05;0,793477561633115;0,235053183007751;0,550316246700384;0,800991680591074;0,068744037438954;0,998100668339156;30,6040922454594;0,00173841858375783;0,0771197400399957;0;0;0,0460989112494383;4,68205988031686;4,68205988031686;23,6524749126352;10,9786231676395;12,6738517449956;11,2611612638656;0,673835125448029;0;1,58135593220339;0,880544132765458;0,014635671844053;0,902151639344262;261,503365973072;0,0899904671115348;54,691302912322;16,387209581109;38,304093331213;11,6810344827586;50,75;8,78703703703704;5,29296875;2,36046511627907;11,297619047619;16,3189655172414;109,25;9,43518518518519;0,136847710330138;0,127758420441347;0,105809128630705;0,849056603773585;13,1293103448276;0,144542772861357;92,375;7,25925925925926;0;0;0;1,19630996309963;1,84975369458128;0,955654101995565;0,170212765957447;0,916754478398314;0,129770992366412;0,0421686746987952;0,0159151193633952;0,5;0,25;0,25
2011;Ano;Eleitoral;TREMG;TRE - Minas Gerais;19728701;197,28701;23;386155622308;1658997435876,43;359787576,4;333688426,06;267031538,33;22704399,77;35914604,52;5680537,99;191160,49;2166184,96;25979179,6;325781760,34;54581925,12;271199835,22;31850878,08;27871346,12;3979531,96;31690,74;22441,32;0;0;1164603,34;12117691,1;10180673,58;23462968,02;4528;2799;43637;3013;nd;60545;49569;20623;nd;28945;nd;3092;738;400;2727;1645;60;4;175;563;0;382;18;1708;0,42670114756748;531;851;27;20;800;4;4;16;0;10;17;1808;718;373;717;0;171;547;0;372;1;1683;203;1480;582;0;582;8518;8451;67;67;140;1673;1533;6845;6778;490;6288;67;67;67;3937;3923;14;14;1651;23;1628;2286;2272;160;2112;14;14;14;7111;7094;17;17;2761;136;2625;4350;4333;498;17;3835;17;17;5445;5445;0;0;2761;136;2625;2684;2684;17;2667;0;0;0;272;257;15;272;14;11;3;14;679;1028;2761;654;22358;2684;349;0;0,000931716529852908;0,000216870483714719;0,927459556549602;0,072206994638184;0,75377765384119;0,905483628978357;0,151705975137167;0,0885268980065872;18,2367595514778;8,80818073739358e-05;0,00217899507423846;0,708134931528895;0;0,0652133913426589;1,85009646605724;1,85009646605724;13,8225015422962;8,03398054438556;5,78852099791061;8,65743770965965;0,340163934426229;0;1,61772061450518;0,818713353703857;0,0623776957372551;nd;333,289204115773;nd;43,1756758845907;8,4800311992158;34,6956446853749;23,3369863013699;119,5;19,5014245014245;5,06120023767083;8,24137931034483;4,625;34,9068493150685;256,571428571429;26,0655270655271;0,42906463267764;0,169374247894103;0,52121546961326;0,790123456790123;14,9178082191781;0,523600919943051;197,214285714286;7,64672364672365;0,0683258980981451;0;0,0850255661066472;0,834820380370979;1,65032875074716;0,639274122159929;0,253731343283582;0,635500365230095;0,660505836575875;0,0292512747115127;0,0930822165881927;0,00558867362146051;nd;nd
2011;Ano;Eleitoral;TREPA;TRE - Pará;7688593;76,88593;80;88370609612;1658997435876,43;135654425,02;102395122,74;78921200,56;6775768,27;9662098,03;3466086;465536,87;3104433,01;30113309,44;98207967,03;16301454;81906513,03;18183472,78;12814070,6;5369402,18;13431901,14;1299846,27;0;109128,52;1373670,23;4845166,21;2373325,91;8592162,35;870;1000;20627;1128;5486;28713;14504;7956;603;6548;458;1094;276;256;983;454;5;2;7;269;0;183;73;459;0,346321099321621;229;65;13;8;42;2;1;7;0;1;12;923;268;243;412;0;6;262;0;182;61;209;42;167;0;0;0;4000;3888;112;112;9;1184;1175;2816;2704;211;2493;112;112;112;1944;1861;83;83;1032;13;1019;912;829;50;779;83;83;83;3779;3758;21;21;1982;9;1973;1797;1776;65;21;1711;21;21;3929;3908;21;21;2132;13;2119;1797;1776;65;1711;21;21;21;184;143;41;184;13;8;5;13;105;1016;2437;73;1797;127;1;2;0,00153506268221532;8,17689178333994e-05;0,754823314646047;0,221985456320797;0,60378799304132;0,723956973873288;0,120168980831968;0,134042606994347;17,6435955213132;0,0990155768086422;2,78348661203958;0,0967730670775321;0,00812457736716189;0,0633386072642542;1,44369717580317;1,44369717580317;12,785174088419;5,83982010752813;6,94535398089091;5,96988291615904;0,57516339869281;0;0,87;0,50513704593738;0,0754274682846111;0,759535655058043;233,944199350366;0,205614290922348;52,0251234523664;15,3994365419004;36,6256869104659;36,036036036036;169,142857142857;27,0769230769231;19,1387559808612;28,1904761904762;16,8622754491018;55,3243243243243;338,142857142857;36,2884615384615;0,364232839838493;0,105595667870036;0,4973110670818;0,892307692307692;35,3963963963964;0,517972103004292;304,571428571429;17,2788461538462;0;0;0;0,94475;1,67398648648649;0,656804733727811;0,1875;0,638139204545455;0,103346456692913;0,0406232609905398;0,0586787033237587;0,322834645669291;0,5;0,5
2011;Ano;Eleitoral;TREPB;TRE - Paraíba;3791315;37,91315;55;35443831519;1658997435876,43;95103358,96;94727405,23;76011208,43;5425205,42;9153222,89;2518519,85;388087,13;1231161,51;15708681,14;81436413,85;10064729,69;70275920,81;19092150,53;17356894,46;1735256,07;54635,59;2520,71;41104,62;0;424517,22;2534163,67;2434292,45;5392973,34;1371;874;9394;542;640;56890;28528;12064;5681;16464;4321;874;250;158;790;388;8;2;7;243;0;106;52;388;0,468921703296703;206;397;127;22;246;2;6;16;0;75;52;401;228;31;142;0;1;227;0;31;0;421;53;368;0;0;0;6479;6462;17;17;25;390;365;6089;6072;196;5876;17;17;17;5216;5186;30;30;1158;50;1108;4058;4028;271;3757;30;30;30;6194;6186;8;8;989;46;943;5205;5197;47;8;5150;8;8;5184;5182;2;2;3232;199;3033;1952;1950;71;1879;2;2;2;73;73;0;73;21;21;0;21;92;593;3450;84;1950;1950;1;2;0,00268321326685629;5,73258022606635e-05;0,996046893252655;0,165174829909078;0,73894257341171;0,856293770699011;0,105829381843739;0,200751590046678;25,0845310822234;0,000574486438727989;0,0197615438396987;0,798478244675312;0;0,0567064444302988;2,21559010528009;2,21559010528009;20,8370974187056;10,0229076191242;10,8141897995814;10,2339162005795;0,608247422680412;0;1,56864988558352;0,501458955879768;0,0306365675827257;0,760605527195916;294,30945284224;0,846875;170,890574906068;10,2866683459433;160,603906560125;77,1309523809524;55,7142857142857;79,0779220779221;15,3895486935867;7,35849056603774;16,5461956521739;140,345238095238;234,571428571429;131,779220779221;0,470371953826421;0,361111111111111;0,485445544554455;0,829787234042553;61,7142857142857;0,487040504582635;461,714285714286;25,3506493506494;0;0;0;0,956011730205279;2,53589743589744;0,855895915678524;0,470588235294118;0,854820167515191;0,155143338954469;0,0430769230769231;0,0211594202898551;0;0,5;0,5
2011;Ano;Eleitoral;TREPR;TRE - Paraná;10512349;105,12349;92;239366010490;1658997435876,43;208261089,1;172810748,78;134352015,76;9125907,57;17307373,11;9179666,43;1029600;1816185,91;34753195,44;160745438,65;24391581,41;136353857,24;47515650,45;30169321,02;17346329,43;175966,26;45841,76;0;0;2149362,08;5734235,3;5230849,96;13114447,34;2724;2076;29571;1626;2160;179576;90914;20300;700;70614;581;1813;58;705;1599;835;1;2;1;57;0;555;150;842;0,0969624163377382;353;411;48;0;361;2;0;0;0;47;1;1128;58;596;474;0;1;57;0;447;149;842;384;458;0;0;0;3960;3897;63;63;27;1012;985;2948;2885;109;2776;63;63;63;2089;1930;159;159;95;0;95;1994;1835;281;1554;159;159;159;5279;5262;17;17;2073;32;2041;3206;3189;178;17;3011;17;17;6815;6798;17;17;1663;38;1625;5152;5135;545;4590;17;17;17;198;177;21;198;0;0;0;0;130;717;1857;208;5474;4590;11;18;0,000870052889604811;0,000125534304391482;0,829779338650352;0,166873205120485;0,654725555451827;0,771845760264969;0,117120204813142;0,228154239735031;19,811089709826;0,000844931046699304;0,0229785401963893;0,260514487265911;0;0,0629711838955326;2,03570105977265;2,03570105977265;15,2106822176471;7,93352656004857;7,27715565759851;8,00962753424568;0,469121140142518;0;1,3121387283237;0,50627032565599;0,0199419231361506;0,83;258,964931858916;0,752777777777778;37,6699822275687;9,62677323593423;28,0432089916345;18,5046728971963;126,5;14,3106796116505;4,70308788598575;2,63541666666667;6,43668122270742;29,1915887850467;160,5;24,0922330097087;0,127293767564887;-0,872628726287263;0,324364406779661;0,923423423423423;31,8457943925234;0,351274787535411;207,875;25,0097087378641;0;0;0;1,33308080808081;2,04841897233202;1,1053726169844;0,26984126984127;1,08751696065129;0,181311018131102;0,0379978078187797;0,0953150242326333;0,00457516339869281;0,611111111111111;0,611111111111111
2011;Ano;Eleitoral;TREPE;TRE - Pernambuco;8864906;88,64906;88;104393980365;1658997435876,43;180460677,17;153907552,68;121447762,5;10694760,84;15278180,48;4237835,59;458354;1790659,27;25553818,49;147420703,82;27043306,45;120377397,37;16879654,73;5704965,88;11174688,85;0;0;0;0;292395,4;9224324,84;4267277,13;13783997,37;1234;1316;18923;12339;20732;62506;46496;19063;564;27433;291;1534;473;239;1369;659;16;14;62;411;0;180;59;702;0,352608929532007;309;640;172;119;335;14;37;82;0;113;59;676;354;67;255;0;25;329;0;67;0;225;74;151;0;0;0;987;950;37;37;18;534;516;453;416;150;266;37;37;37;2799;2768;31;31;1001;29;972;1798;1767;1156;611;31;31;31;2418;2407;11;11;1240;24;1216;1178;1167;498;11;669;11;11;1262;1261;1;1;1171;25;1146;91;90;27;63;1;1;1;22;17;5;22;7;4;3;7;41;826;1192;181;2701;324;1;5;0,00172865022043458;0,000108776947611534;0,852859221707419;0,141603250584766;0,667056110271605;0,816913169848769;0,149857059577164;0,0935364700759645;20,3567502204761;0;0;nd;nd;0,0763822766608318;1,86127185104952;1,86127185104952;15,4429161459806;7,25332000136268;8,18959614461789;7,91886569355614;0,501424501424501;0;0,937689969604863;0,743864588999456;0,0329920853406745;0,515957446808511;333,488347513608;0,595166891761528;11,1337897999144;6,0237525361239;5,1100372637905;5,98181818181818;38,1428571428571;3;4,38666666666667;7,21621621621622;3;23,1212121212121;111,142857142857;14,9602649006623;0,361331220285262;0,192182410423453;0,465414567109482;0,838235294117647;7,64848484848485;0,476677032430031;83,6428571428571;0,602649006622517;0;0;0;2,44984802431611;2,32209737827715;2,80528846153846;0,297297297297297;2,60044150110375;0,049636803874092;0,0670122176971492;0,014261744966443;0,0154320987654321;0,2;0,2
2011;Ano;Eleitoral;TREPI;TRE - Piauí;3140328;31,40328;42;24606833118;1658997435876,43;101677285,71;92898474,96;72666206,9;5707201,76;9554546,47;3162220,59;196438,49;1611860,75;8913614,39;87817369,78;12647031,21;75170338,57;13639626,11;10904224,03;2735402,08;265193,93;122649,86;18509,7;0;333424,36;5109982;113832,11;5557238,47;1046;1144;8550;2364;6155;33721;11624;6551;250;5073;239;874;138;221;763;405;3;2;39;99;0;185;36;409;0,314948041566747;233;369;109;2;256;2;1;1;0;73;36;397;136;112;149;0;38;98;0;112;0;366;81;285;0;0;0;2523;2515;8;8;22;762;740;1761;1753;77;1676;8;8;8;2501;2489;12;12;844;25;819;1657;1645;193;1452;12;12;12;3438;3428;10;10;1258;14;1244;2180;2170;75;10;2095;10;10;2784;2782;2;2;1007;14;993;1777;1775;58;1717;2;2;2;153;148;5;153;12;12;0;12;0;562;1246;101;1849;nd;1;4;0,00413207523383505;6,12883923212847e-05;0,913660059976044;0,0876657389873985;0,739303159452918;0,863687195884332;0,124384036431415;0,13414624529713;32,3779190294772;0,00260819246056957;0,116782356653202;0,532288050484413;0;0,0546556532385231;3,53466262122938;3,53466262122938;24,2968250450271;12,8012105741821;11,4956144708451;13,0241172259713;0,643031784841076;0;0,914335664335664;0,344711010942736;0,0751892635925671;0,956;265,595204678363;0,384077985377742;80,3419260663217;24,2649812376287;56,0769448286931;22,7297297297297;54,4285714285714;18,1546391752577;6,89344262295082;9,40740740740741;6,17894736842105;46,7477477477477;126,142857142857;35,2886597938144;0,315684713375796;0,216687422166874;0,361389052383755;0,5;25,0810810810811;0,362200117027501;71,9285714285714;18,319587628866;0;0;0;1,36266349583829;1,6509186351706;1,23787792355961;1,25;1,23793299261783;0;0,0546241211465657;0,118780096308186;nd;0,25;0,25
2011;Ano;Eleitoral;TRERJ;TRE - Rio de Janeiro;16112678;161,12678;8;462376208413;1658997435876,43;344970526,26;324911309,42;270046652,67;17030009,99;26066163,8;9524421,79;739326,5;1504734,67;20059217,01;313159287,44;115800891,43;197358396,01;31811238,82;27453219,54;4358019,28;308524,34;235094,71;13276,23;9015,08;736834,42;10184607,12;5829498,69;16750940,23;2902;2300;37355;10938;12573;80599;56629;13765;6095;42864;4949;2149;149;560;1893;1215;43;12;18;131;0;413;147;1274;0,286761389264772;420;1012;489;102;409;12;42;60;0;342;147;948;71;71;806;0;0;71;0;71;0;983;79;904;0;0;0;3721;3655;66;66;123;980;857;2741;2675;270;2405;66;66;66;5343;5213;130;130;3724;140;3584;1619;1489;734;755;130;130;130;6338;6325;13;13;3889;69;3820;2449;2436;330;13;2106;13;13;5941;5935;6;6;3256;103;3153;2685;2679;524;2155;6;6;6;377;344;33;377;22;21;1;22;248;2884;3423;100;0;62;10;52;0,000746081913349374;0,00020793915578161;0,941852374875407;0,0581476256173886;0,572102197105539;0,907785632689025;0,335683435583486;0,092214367310975;21,4098814771821;0,000894349854594445;0,0265990193883363;0,805028672940359;0,0292199960625473;0,0485575982725406;1,58881099715392;1,58881099715392;11,7485125687983;7,27377534634528;4,47473722245303;7,9068172280238;0,368131868131868;0;1,26173913043478;0,70260176925272;0,0379487541718907;0,811977030352748;310,509623878999;0,869959436888571;23,0936160953505;6,08216709847984;17,0114489968707;14,53515625;140;11,0080321285141;3,7853509664293;12,4050632911392;3,0320796460177;36,96484375;724,142857142857;17,6465863453815;0,300750220653133;0,173256802721088;0,414985590778098;0,933673469387755;23,20703125;0,438302752293578;465,142857142857;10,7831325301205;0;0;0;1,70330556302069;3,96836734693878;0,910654205607477;0,196969696969697;0,893469536665451;0,0859916782246879;nd;0,100496640373941;0,532258064516129;0,192307692307692;0,192307692307692
2011;Ano;Eleitoral;TRERN;TRE - Rio Grande do Norte;3198657;31,98657;41;36103201635;1658997435876,43;88156843,57;83906594,96;66665795,35;5108755,11;8107451,13;2527400,15;98399,39;1398793,83;7786608,01;79415410,5;15755841,31;63659569,19;11163261,57;8785054,24;2378207,33;12191;0;0;0;1675907,85;4902542,56;2509911,58;9088361,99;1084;894;7009;2786;2786;43801;16633;11158;618;5475;697;751;225;139;675;349;46;8;2;223;0;114;25;351;0,299630314232902;187;332;99;27;198;8;2;25;0;74;25;358;198;40;120;0;0;198;0;40;0;109;49;60;0;0;0;3556;3522;34;34;9;1309;1300;2247;2213;239;1974;34;34;34;1997;1888;109;109;65;4;61;1932;1823;481;1342;109;109;109;3797;3789;8;8;1215;17;1198;2582;2574;123;8;2451;8;8;2852;2846;6;6;66;6;60;2786;2780;138;2642;6;6;6;35;34;1;35;0;0;0;0;37;118;198;115;3075;2642;0;0;0,00244180126907462;5,31386255720327e-05;0,95178764985358;0,0883267559802901;0,722117156332302;0,900842263447659;0,178725107115357;0,126629551580257;27,5605804467312;0,000138287619047067;0,00543168798024614;0;0;0,103093096598717;2,37599717631493;2,37599717631493;21,1026065001655;9,47272558451875;11,6298809156468;10,9733553800861;0,618233618233618;0;1,21252796420582;0,379740188580169;0,0451512054349787;1,12783171521036;320,220002853474;1;111,171657354946;40,9234250499507;70,2482323049955;46,7894736842105;187;32,5652173913044;32,6238532110092;26,7142857142857;37,45;73,5263157894737;201,142857142857;60,5797101449275;0,316225463713308;0,115720524017467;0,362239841427156;0,944055944055944;37,5263157894737;0,382148839435272;9,42857142857143;40,3768115942029;0;0;0;1,0677727784027;0,928189457601222;1,16312697695436;0,235294117647059;1,14908767245216;0,313559322033898;0,0373983739837398;0,171717171717172;0,000378501135503407;nd;nd
2011;Ano;Eleitoral;TRERS;TRE - Rio Grande do Sul;10733030;107,3303;97;263633397841;1658997435876,43;205934690,33;163921529,34;134454237,25;9378999,1;16910315,17;1931961,13;74351,4;1171665,29;17376260,5;160680204,57;29402023,99;131278180,58;30686088,47;3043026,68;27643061,79;0;0;0;0;1355141,06;8177687,56;0;9532828,62;2221;1428;28308;829931;1745482;3996622;3374132;874116;598286;2500016;439196;1415;308;148;1235;791;13;1;1;307;0;129;19;795;0,48989950258857;310;454;60;0;393;1;0;0;0;41;19;781;308;88;385;0;1;307;0;88;0;784;71;713;0;0;0;3949;3923;26;26;40;634;594;3315;3289;155;3134;26;26;26;6042;5928;114;114;278;32;246;5764;5650;1294;4356;114;114;114;5053;5025;28;28;494;17;477;4559;4531;547;28;3984;28;28;3503;3497;6;6;22;0;22;3481;3475;127;3348;6;6;6;73;73;0;73;0;0;0;0;75;1230;395;178;3518;3518;9;28;0,000781140371502557;0,000124132012429065;0,795987937133486;0,0843775299448355;0,637474824516614;0,780248360839633;0,142773536323019;0,149008835863579;19,187004073407;0;0;nd;nd;0,0462905429130183;1,67706602888467;1,67706602888467;11,5065363648476;7,24865205817928;4,25788430666829;7,40704162757395;0,444025157232704;0;1,55532212885154;0,844245965718049;0,000419367114268203;0,734090384866101;286,821711177052;0,475473823276321;36,7929652670308;5,90699923507155;30,8859660319593;21,9388888888889;90,5714285714286;19,1618497109827;5,03698979591837;8,92957746478873;4,64936886395512;55,9111111111111;140,714285714286;52,4797687861272;0,494244820338305;0,458333333333333;0,493120035798188;0,8;19,4611111111111;0,497852186364137;3,14285714285714;20,121387283237;0;0;0;1,27956444669537;0,779179810725552;1,37762237762238;1,07692307692308;1,37526395173454;0,0609756097560976;0,0505969300739056;0,184810126582278;0;0,321428571428571;0,321428571428571
2011;Ano;Eleitoral;TRERR;TRE - Roraima;460165;4,60165;53;6951189969;1658997435876,43;34386215,24;29099261,68;23358554,09;1745823,66;3474542,8;0;0;520341,13;5286953,56;28578920,55;820471,67;27578920,55;5807294,69;3495097,01;2312197,68;0;0;0;0;134754,77;2697609,53;590551,85;3422916,15;211;143;964;69;4035;15691;4052;1765;728;2287;682;214;31;61;199;106;2;3;1;30;0;61;0;108;0,184796854521625;69;129;27;12;87;3;0;12;0;27;0;58;18;34;6;0;0;18;0;34;0;25;17;8;0;0;0;1552;1552;0;0;3;915;912;637;637;6;631;0;0;0;737;737;0;0;427;3;424;310;310;46;264;0;0;0;1866;1866;0;0;1182;1;1181;684;684;19;0;665;0;0;1655;1655;0;0;967;1;966;688;688;19;669;0;0;0;70;70;0;70;2;2;0;2;4;545;1037;5;688;688;0;0;0,00494680988339423;2,07271057184209e-05;0,84624787802032;0,15375212197968;0,802034197643206;0,831115618585304;0,0238604820063355;0,168884381414696;74,7258379928939;0;0;nd;nd;0,0995432654076529;3,25970032488347;3,25970032488347;43,245357643454;22,600588919192;20,6447687242619;23,469842339161;0,851851851851852;0;1,47552447552448;0,25823720604168;0,0528134254689042;0,936813186813187;282,881742738589;0,0171003717472119;337,270326947943;198,841719817891;138,428607130051;103,466666666667;130,714285714286;79,625;62,08;53,8235294117647;79,625;157,4;202;118,375;0,184796854521625;0,119225037257824;0,277719112988384;nd;110,333333333333;0,277719112988384;138,142857142857;86;0;0;0;1,20231958762887;1,29180327868852;1,07378335949765;nd;1,07378335949765;0,0073394495412844;0,00726744186046512;0,0675024108003857;0;nd;nd
2011;Ano;Eleitoral;TRESC;TRE - Santa Catarina;6317054;63,17054;75;169049529676;1658997435876,43;127346473,74;113486392,81;89689126,31;6520527,31;10676693,66;4591456,54;881468,42;1127120,57;13735954,93;106886347,28;21046463,73;85839883,55;10286822,84;8453857,04;1832965,8;124126;67096,16;0;0;764568,64;8645758,33;3505726,55;12916053,52;1059;1138;18182;6264;12074;28123;23106;9516;1424;13589;588;1042;142;289;923;492;0;0;2;140;0;201;88;489;0,200031279324367;202;399;173;0;226;0;0;0;0;133;40;454;140;116;198;0;2;138;0;68;48;296;76;220;0;0;0;3849;3826;23;23;33;840;807;3009;2986;75;2911;23;23;23;2591;2568;23;23;814;40;774;1777;1754;199;1555;23;23;23;5117;5115;2;2;1559;44;1515;3558;3556;154;2;3402;2;2;4749;4744;5;5;1591;38;1553;3158;3153;164;2989;5;5;5;62;56;6;62;0;0;0;0;87;698;1703;139;3517;3012;12;22;0,000753308654475833;7,67611034146802e-05;0,891162428585987;0,107862860482846;0,674065649632805;0,839334958722352;0,165269309089547;0,0807782307423945;20,1591554765877;0,000974710931167398;0,0271406502989547;0,540548797189952;0;0,101424508591972;1,88378950061215;1,88378950061215;14,6112412526472;7,78844062437966;6,82280062826754;7,74095013276758;0,484662576687117;0;0,930579964850615;0,821605091917648;0,0450965117285554;0,412921348314607;251,536409635904;0,518800728838827;60,9303007382872;13,2973376513799;47,6329630869073;32,3445378151261;60;28,6571428571429;13,0033783783784;11,0526315789474;13,6772727272727;54,6386554621849;122,142857142857;45,6380952380952;0,205434782608696;0,0574365175332527;0,249789029535865;0,956521739130435;39,9075630252101;0,256581696615127;113,642857142857;30,0761904761905;0;0;0;1,32943621719927;1,85595238095238;1,19089082384461;0,0869565217391304;1,18245264207378;0,124641833810888;0,0395223201592266;0,0328831473869642;0,00199203187250996;0,545454545454545;0,545454545454545
2011;Ano;Eleitoral;TRESP;TRE - São Paulo;41587182;415,87182;61;1349465140044;1658997435876,43;454174472,26;416044827,04;339198862;25332789,18;40336597,5;8987576,38;0;2189001,98;36382928,32;404868248,68;93754492,2;311113756,48;47841280,6;46106016,06;1735264,54;1746716,9;220823,62;0;42936,62;466917,6;22064017,47;13060485,55;35591420,62;4440;4987;87152;47934;nd;193940;155152;12674;1408;142478;1158;5102;2310;455;4671;1914;8;0;163;2147;0;455;0;2034;0,317005976839746;572;1254;279;25;950;0;7;18;0;279;0;3323;2285;176;862;0;156;2129;0;176;0;1832;955;877;0;0;0;13998;13909;89;89;68;2746;2678;11252;11163;240;10923;89;89;89;7744;7507;237;237;4008;50;3958;3736;3499;570;2929;237;237;237;14695;14627;68;68;3287;34;3253;11408;11340;292;68;11048;68;68;12839;12817;22;22;3185;70;3115;9654;9632;250;9382;22;22;22;208;198;10;208;27;27;0;27;0;2004;4794;546;9570;9570;30;39;0,000336558877130528;0,000273764420871491;0,916046260745866;0,0801078231873234;0,685009342184907;0,891437703808739;0,206428361623831;0,10533678910208;10,9210206226524;0,00384591606681069;0,0569881225268994;0,126422100799506;0,0245813274034275;0,0783650838914281;1,03637702597882;1,03637702597882;11,2318261910605;4,58314295015228;6,64868324090822;4,89093009475852;0,305801376597837;0;0,890314818528173;0,8;0,03288388161287;0,822443181818182;351,69064393244;nd;33,659409767173;6,60299608663073;27,0564136805422;32,4779582366589;392,285714285714;26,5377358490566;7,64082969432314;2,87539267015707;12,830102622577;50,9907192575406;997;35,372641509434;0,324119216263453;0,513325436778206;0,226572091119902;0,791411042944785;29,7888631090487;0,238857752868962;455;22,7688679245283;0;0;0;1,04979282754679;1,19701383831027;1,01585595270089;0,764044943820225;1,01386420191966;0;0,0570532915360502;0,0413016270337922;0,00104493207941484;0,769230769230769;0,769230769230769
